route_id	trip_id	departure_time	stop_id	stop_sequence	timepoint	service_id	trip_headsign	direction_id	shape_id	route_short_name	route_long_name	headway
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:16:00	3238	32	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:16:00	3239	33	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:17:00	3241	34	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:18:00	3243	35	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:18:00	3244	36	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:19:00	3245	37	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:19:00	3246	38	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:20:00	3247	39	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:21:00	3249	40	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:21:00	3250	41	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:24:00	3254	42	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:24:00	3256	43	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:25:00	53892	44	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:26:00	11858	45	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:27:00	11859	46	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:28:00	50185	47	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:29:00	11861	48	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:30:00	11862	49	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:30:00	11863	50	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:31:00	3264	51	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:32:00	52760	52	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:33:00	52847	53	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:34:00	3270	54	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:34:00	3271	55	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:35:00	42190	56	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:35:00	3273	57	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:36:00	3274	58	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:37:00	3275	59	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:37:00	48718	60	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:38:00	3276	61	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:39:00	3179	62	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:39:00	3180	63	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:40:00	3181	64	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:41:00	3182	65	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:41:00	3183	66	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:42:00	3077	67	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:42:00	3078	68	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:43:00	3079	69	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:43:00	3080	70	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:44:00	3081	71	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:44:00	3083	72	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:45:00	3084	73	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:46:00	3085	74	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:46:00	3086	75	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:47:00	3087	76	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:47:00	3088	77	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:48:00	3089	78	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:49:00	3091	79	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:49:00	3092	80	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:50:00	3093	81	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:50:00	3094	82	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:51:00	3095	83	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:52:00	3097	84	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:52:00	3098	85	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:52:00	3099	86	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:53:00	18683	87	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:54:00	18685	88	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:54:00	18686	89	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:55:00	42193	90	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:55:00	16952	91	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:56:00	16953	92	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:57:00	56249	93	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:58:00	15874	94	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:59:00	15876	95	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	10:59:00	15877	96	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	11:00:00	15878	97	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	11:02:00	18640	98	0	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
63-112	15246551-AUG19-MVS-BUS-Weekday-01	11:03:00	15795	99	1	AUG19-MVS-BUS-Weekday-01	Westbound 63B Grand Ave/Westgate Sta	1	630012	63	 Raymond Sta - Grand Av - Sunray - McKnight Rd	11
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:14:00	42646	1	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:15:00	3142	2	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:17:00	48302	3	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:18:00	11837	4	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:19:00	11838	5	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:20:00	11840	6	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:20:00	47785	7	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:21:00	43281	8	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:22:00	11916	9	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:23:00	11918	10	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:23:00	11920	11	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:24:00	11774	12	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:25:00	11776	13	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:25:00	11777	14	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:25:00	11778	15	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:26:00	11781	16	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:26:00	49751	17	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:27:00	11784	18	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:27:00	11786	19	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:28:00	11787	20	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:28:00	11788	21	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:29:00	11790	22	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:29:00	11791	23	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:30:00	11792	24	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:31:00	11794	25	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:31:00	11795	26	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:31:00	11796	27	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:32:00	11797	28	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:32:00	12916	29	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:33:00	12917	30	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:33:00	12918	31	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:34:00	12919	32	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:34:00	12920	33	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:35:00	12921	34	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:35:00	12924	35	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:36:00	12926	36	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:37:00	12958	37	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:37:00	12959	38	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:38:00	12960	39	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:39:00	12961	40	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:39:00	12963	41	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:40:00	42427	42	1	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:40:00	10413	43	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:40:00	10415	44	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
64-112	15287300-AUG19-MVS-BUS-Weekday-01	22:41:00	10417	45	0	AUG19-MVS-BUS-Weekday-01	Eastbound 64N  Payne Av/Mplwd Mall/Via N St Paul	0	640025	64	Payne - Maryland - White Bear Av - Maplewood Mall	9
